Number of rooms,Area (m2),Price (€),Price per m2 (€),Zone,Link
2,66,61500,932,Podgoria,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-zona-magheru-IDkRXk.html#87e11b61c5
3,68,95000,1397,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-lux-in-bloc-nou-IDllNJ.html#87e11b61c5
1,47,40016,851,Nufarul 2,https://www.storia.ro/ro/oferta/anastasia-residence-oradea-1-camera-IDkVxo.html#b9b15d3080
3,90,72000,800,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-complet-mobilat-si-utilat-cu-dubla-orientare-IDlRIT.html#b9b15d3080
3,86,82000,953,Orasul Nou,https://www.storia.ro/ro/oferta/vnzare-apartament-la-cas-ultracentral-IDlVmA.html#b9b15d3080
3,118,80500,682,Nufarul 2,https://www.storia.ro/ro/oferta/ap-3-camere-nufarul-118-mp-IDlx7A.html#b9b15d3080
3,60,75000,672,Nufarul 2,https://www.storia.ro/ro/oferta/ap-3-camere-nufarul-111-60mp-IDlx7d.html#b9b15d3080
2,37,56000,1514,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-IDlWEj.html#b9b15d3080
3,78,78900,1012,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-3-cam-prima-residence-nufrul-66-mp-utili-78-900-IDm1ao.html#b9b15d3080
4,150,139000,927,Oradea,https://www.storia.ro/ro/oferta/apartament-central-IDm65l.html#b9b15d3080
3,71,63400,893,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-bulevardul-dacia-IDlWkd.html#b9b15d3080
2,37,55000,1486,Oradea,https://www.storia.ro/ro/oferta/apartament-2-cam-curte-comun-str-primriei-lng-biserica-emanuel-IDlPxU.html#b9b15d3080
2,50,51900,1038,Oradea,https://www.storia.ro/ro/oferta/central-apartament-cu-2-camere-IDlW5R.html#b9b15d3080
3,80,68000,850,Rogerius,https://www.storia.ro/ro/oferta/3-cam-caramida-an-et-2-sc-80mp-aer-conditionat-2-bai-2-balcoane-IDm613.html#b9b15d3080
2,55,46480,845,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-prima-premium-decebal-IDjc9h.html#b9b15d3080
1,32,29000,906,Iosia Nord,https://www.storia.ro/ro/oferta/garsoniera-mobilata-utilata-langa-strand-iosia-megaimage-i-by-re4ma-IDlUni.html#b9b15d3080
3,70,63000,900,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-pb-iosia-nord-IDlZf9.html#b9b15d3080
3,95,69000,726,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-central-IDiQoO.html#b9b15d3080
3,130,128000,985,Oradea,https://www.storia.ro/ro/oferta/vind-sau-schimb-penthaus-lux-IDhKuj.html#b9b15d3080
3,90,76000,844,Europa,https://www.storia.ro/ro/oferta/apartament-calea-aradului-IDkSbg.html#b9b15d3080
1,27,27000,1160,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-o-camera-de-vazare-oradea-IDlNd2.html#b9b15d3080
2,60,46700,778,Decebal-Dacia,https://www.storia.ro/ro/oferta/oferta-ap-2-camere-cf-1-semidecomandat-et-1-decebal-IDlNa4.html#b9b15d3080
3,82,119000,1451,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-3-camere-bloc-nou-prima-bolca-IDm5Qk.html#b9b15d3080
2,79,57500,728,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-tip-c-decomandat-IDlLbc.html#b9b15d3080
3,26,93100,893,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-3-camere-n-milano5-90-IDle2y.html#b9b15d3080
3,93,85800,987,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-3-camere-n-milano5-89-IDle2j.html#b9b15d3080
3,93,85800,987,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-3-camere-n-milano5-88-IDle22.html#b9b15d3080
3,47,80950,925,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-3-camere-n-milano5-87-IDle1H.html#b9b15d3080
2,31,67900,914,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-2-camere-n-milano5-86-IDle12.html#b9b15d3080
2,98,105000,1071,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-ultracentral-2-camere-cu-posibilitate-de-mansardare-IDlUmZ.html#39fa049fe2
3,82,64000,780,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufarul-IDlJdE.html#39fa049fe2
3,64,54000,844,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufaru-str-penes-curcanul-IDlREc.html#39fa049fe2
3,6,82400,992,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-3-camere-n-milano5-85-IDle0r.html#39fa049fe2
2,80,71000,913,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-2-camere-n-milano5-84-IDle03.html#39fa049fe2
2,80,71000,913,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-2-camere-n-milano5-83-IDldZR.html#39fa049fe2
2,72,69100,913,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-2-camere-n-milano5-82-IDldQd.html#39fa049fe2
3,23,80750,926,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-3-camere-n-milano5-81-IDldPl.html#39fa049fe2
3,93,85800,987,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-3-camere-n-milano5-79-IDlcXV.html#39fa049fe2
3,97,91700,917,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-3-camere-n-milano5-78-IDlcVy.html#39fa049fe2
2,72,69000,911,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-2-camere-n-milano5-77-IDlcWN.html#39fa049fe2
3,93,85800,987,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-3-camere-n-milano5-80-IDlcYi.html#39fa049fe2
2,80,68500,880,Oradea,https://www.storia.ro/ro/oferta/sapient-de-vnzare-apartament-cu-2-camere-n-milano5-76-IDlcnq.html#39fa049fe2
2,102,89500,877,Orasul Nou,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-cart-ared-1-lidl-IDlukf.html#39fa049fe2
4,93,63900,687,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-4-camere-loc-de-luat-masa-2-balcoane-2-bai-3-debrale-IDijdy.html#39fa049fe2
4,230,149500,650,Olosig,https://www.storia.ro/ro/oferta/apartament-patru-camere-de-vanzare-zona-centrala-oradea-IDld5u.html#39fa049fe2
3,52,73000,1404,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-prima-nufaru-IDlE2r.html#39fa049fe2
2,91,84600,930,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-in-bloc-nou-ultracentral-75-mp-IDlJH7.html#39fa049fe2
3,90,89500,994,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-in-bloc-nou-ultracentral-73-mp-66-7-IDlJGk.html#39fa049fe2
9,300,275000,917,Orasul Nou,https://www.storia.ro/ro/oferta/gaminvest-apartament-cu-9-camere-de-vanzare-oradea-v1881b-IDhNMu.html#39fa049fe2
3,95,64500,679,Rogerius,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-etajul-1-sovata-IDl82o.html#39fa049fe2
2,55,52000,945,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-transilvaniei-IDhTf0.html#39fa049fe2
4,115,86000,748,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-de-vanzare-zona-nufarul-IDlRFT.html#39fa049fe2
2,59,46799,793,Oradea,https://www.storia.ro/ro/oferta/apartament-studio-bloc-nou-IDlFjd.html#39fa049fe2
2,52,46900,902,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-rogerius-IDlYKE.html#39fa049fe2
2,56,47500,848,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-q-parter-rogerius-IDlYJc.html#39fa049fe2
3,68,64000,941,Oradea,https://www.storia.ro/ro/oferta/apartament-tip-pb-3-camere-str-sf-apostol-andrei-IDm4ox.html#39fa049fe2
1,30,24800,1222,Olosig,https://www.storia.ro/ro/oferta/vand-garsoniera-piata-decebal-20mp-str-menumorut-nr-8-IDm5RS.html#94206432eb
2,58,54800,945,Subcetate,https://www.storia.ro/ro/oferta/2-apartamente-zona-piata-1-decembrie-ultracentral-vizavi-oradea-plaza-IDlBmI.html#94206432eb
3,75,73300,977,Velenta,https://www.storia.ro/ro/oferta/apartament-spatios-confort-1-decomandat-3-camere-IDlN17.html#94206432eb
3,47,47500,1011,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-oradea-IDlU0n.html#94206432eb
2,62,92500,1492,Oradea,https://www.storia.ro/ro/oferta/vand-ap-2-camere-cartier-prima-nufarul-cu-parcare-proprie-la-demisol-IDltE7.html#94206432eb
3,80,77000,963,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-rogerius-IDkDit.html#94206432eb
2,58,53500,922,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-zona-gara-centrala-IDlt1M.html#94206432eb
2,62,58000,935,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-etaj-1-la-cheie-IDkV8i.html#94206432eb
2,79,84900,1075,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-cental-IDm3LF.html#94206432eb
3,78,65900,845,Oradea,https://www.storia.ro/ro/oferta/apartament-3-cam-decomandat-in-bloc-nou-finalizat-cu-cf-zona-decebal-IDfjzT.html#94206432eb
3,68,63500,934,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-nufarul-etaj-1-IDm5rG.html#94206432eb
2,52,60500,1163,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-IDiV3V.html#94206432eb
2,45,49500,1100,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-la-curte-comuna-in-zona-iosia-IDlIXj.html#94206432eb
2,52,73900,1421,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-prima-universitatii-oradea-IDlHcF.html#94206432eb
2,65,57500,885,Nufarul,https://www.storia.ro/ro/oferta/ap-2-camere-decomandat-et-2-lotus-nufarul-bloc-nou-IDkT12.html#94206432eb
2,62,56000,903,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-etaj-2-dacia-la-cheie-IDkWce.html#94206432eb
3,70,94000,1343,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-3-camere-IDlQIm.html#94206432eb
4,133,99000,744,Olosig,https://www.storia.ro/ro/oferta/apartament-de-vanzare-cu-4-camere-IDjDgt.html#94206432eb
3,66,73500,1114,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-finisat-ansamblu-rezidential-victoria-oradea-IDkagG.html#94206432eb
2,57,47500,833,Oradea,https://www.storia.ro/ro/oferta/ap-2-cam-bld-cantemir-mobilat-IDl0J9.html#94206432eb
4,97,89500,923,Nufarul,https://www.storia.ro/ro/oferta/comision-0-IDldfo.html#94206432eb
2,58,52500,905,Oradea,https://www.storia.ro/ro/oferta/apart-2-cam-b-aluminei-IDm1xK.html#94206432eb
3,78,61500,788,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-pb-etaj-1-alcatel-IDl6uL.html#94206432eb
1,58,73000,1259,Oradea,https://www.storia.ro/ro/oferta/apartament-ultracentral-in-oradea-de-vanzare-IDm196.html#94206432eb
4,80,89500,1119,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-tip-q-decomandat-et-iii-iosia-mobilat-utila-IDirgM.html#94206432eb
2,50,55000,1100,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-49-mp-strada-doinei-decebal-IDlTfi.html#94206432eb
3,70,75000,1071,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-pb-calea-aradului-IDlk1U.html#94206432eb
1,30,24800,1222,Olosig,https://www.storia.ro/ro/oferta/vand-garsoniera-piata-decebal-20mp-str-menumorut-nr-8-IDm5RS.html#7634944db7
3,82,64000,780,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufarul-IDlJdE.html#7634944db7
3,64,54000,844,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufaru-str-penes-curcanul-IDlREc.html#7634944db7
2,76,49900,657,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-ultracentral-IDhl9K.html#7634944db7
3,78,66000,846,Oradea,https://www.storia.ro/ro/oferta/de-vanzare-apartament-3-camere-rogerius-IDlANp.html#7634944db7
3,79,84500,1070,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-pb-4-camere-IDm3Yy.html#7634944db7
3,89,64290,722,Oradea,https://www.storia.ro/ro/oferta/ap-3-camere-decomandat-bloc-nou-finalizat-cu-cf-ocupabil-finisat-IDiEgG.html#7634944db7
2,48,55000,1146,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-la-cheie-mobilat-utilat-IDkeSq.html#7634944db7
1,20,25000,1250,Oradea,https://www.storia.ro/ro/oferta/vand-garsoniera-cu-tot-ce-este-in-ea-etaj-ii-in-oradea-IDkl1X.html#7634944db7
4,102,89000,873,Rogerius,https://www.storia.ro/ro/oferta/apartament-4-camere-pe-str-transilvaniei-nr-24-IDlgSQ.html#7634944db7
1,24,28700,1196,Oradea,https://www.storia.ro/ro/oferta/vand-garsoniera-in-iosia-nord-IDiU8F.html#7634944db7
3,80,75000,938,Oradea,https://www.storia.ro/ro/oferta/gaminvest-apartament-3-camere-de-vanzare-zona-centrala-oradea-v2290-IDkolZ.html#7634944db7
2,52,70000,1346,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-in-prima-onestilor-IDm5cc.html#7634944db7
3,74,86700,1172,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-iosia-rezidential-IDlkfz.html#7634944db7
2,50,15500,310,Oradea,https://www.storia.ro/ro/oferta/loc-de-parcare-de-vanzare-subteran-prima-premium-sucevei-IDhdyI.html#7634944db7
1,30,33800,1127,Velenta,https://www.storia.ro/ro/oferta/comision-0-cumprtor-garsonier-cochet-la-un-pre-avantajos-IDlFs6.html#7634944db7
2,114,41500,10,Oradea,https://www.storia.ro/ro/oferta/vand-apartamnet-2-camere-decomandat-zona-olosig-IDjroo.html#7634944db7
2,64,49900,780,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-et-1-cu-garaj-IDjhEE.html#7634944db7
2,44,52900,1202,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-2-camere-IDlcul.html#7634944db7
2,58,46476,801,Oradea,https://www.storia.ro/ro/oferta/ap-2-cam-bloc-nou-prima-premium-decebal-IDiNTJ.html#7634944db7
3,70,65000,929,Dimitrie Cantemir,https://www.storia.ro/ro/oferta/comision-0-IDlMGa.html#7634944db7
3,132,79990,606,Subcetate,https://www.storia.ro/ro/oferta/real-brokers-apartament-3-camere-centru-IDlLma.html#7634944db7
3,92,65000,707,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-tip-v-zona-rogerius-IDlxxw.html#7634944db7
2,75,55000,733,Nicolae Grigorescu,https://www.storia.ro/ro/oferta/apartamente-2cam-si-3cam-grigorescu-finisate-la-cheie-gaz-ocupabile-IDldWV.html#7634944db7
3,64,67000,1047,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-de-vnzare-IDktTk.html#7634944db7
4,110,88900,808,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-93-mp-imobil-nou-finalizat-cu-cf-IDeTbx.html#7634944db7
2,91,84600,930,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-in-bloc-nou-ultracentral-75-mp-IDllM2.html#7634944db7
1,47,40016,851,Nufarul 2,https://www.storia.ro/ro/oferta/anastasia-residence-oradea-1-camera-IDkVxo.html#967c177362
3,65,75000,1154,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-rogerius-IDlRFE.html#967c177362
3,78,88000,1128,Oncea,https://www.storia.ro/ro/oferta/apartament-la-casa-de-vanzare-in-oncea-oradea-IDlMD4.html#967c177362
2,40,43900,1098,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-IDlTxO.html#967c177362
3,80,53000,663,Rogerius,https://www.storia.ro/ro/oferta/apartament-3-camere-tip-pb-IDm1Qj.html#967c177362
3,89,89500,1006,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-in-bloc-nou-ultracentral-73-mp-66-7-IDllLu.html#967c177362
2,49,54900,1120,Oradea,https://www.storia.ro/ro/oferta/apartament-pb-2-camere-complet-utilat-zona-rogerius-str-mehedini-IDkcBT.html#967c177362
1,36,38500,1069,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-1-camera-de-vanzare-in-rogerius-str-milcovului-IDm0bb.html#967c177362
3,75,67000,893,Decebal-Dacia,https://www.storia.ro/ro/oferta/apartament-3-camere-etaj-1-str-doinei-IDlQ4g.html#967c177362
3,88,97500,1108,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-in-bloc-nou-ultracentral-IDllKR.html#967c177362
2,60,55000,917,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-constructie-noua-in-grigorescu-finisat-la-cheie-IDlscR.html#967c177362
3,68,73000,1074,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-IDm639.html#967c177362
2,58,62000,1069,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vanzare-2-camere-pb-IDl9NR.html#967c177362
3,67,63000,940,Oradea,https://www.storia.ro/ro/oferta/apartament-tip-c-zona-bld-dacia-decebal-priveliste-deosebita-IDjwqE.html#967c177362
2,52,52000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-pb-2-camere-drago-vod-IDm3cv.html#967c177362
2,65,61500,946,Nufarul,https://www.storia.ro/ro/oferta/comision-0-IDl66G.html#967c177362
2,42,65000,1548,Oradea,https://www.storia.ro/ro/oferta/apartament-lux-2-camere-zona-universitatii-aes-apartments-cu-parcare-IDkE73.html#967c177362
4,110,80900,735,Oradea,https://www.storia.ro/ro/oferta/apartament-4-camere-c-dacia-IDlRtB.html#967c177362
1,25,24000,960,Rogerius,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-garsoniera-in-cartierul-rogerius-oradea-v2272-IDk1XC.html#967c177362
2,70,53500,764,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-dacia-IDlVQv.html#967c177362
3,74,97500,1318,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-iosia-garaj-subteran-IDlBnZ.html#967c177362
3,97,92000,948,Calea Aradului,https://www.storia.ro/ro/oferta/apartament-3-camere-bloc-nou-IDlifV.html#967c177362
2,61,62000,1016,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-61-mp-garaj-15-mp-complex-iosia-proprietar-IDlVyc.html#967c177362
3,70,56500,807,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-tip-pb-rogerius-IDm5MC.html#967c177362
2,41,45000,1098,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-rogerius-str-iza-nr-17-IDlvnW.html#967c177362
2,45,52500,1167,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-IDlUK2.html#967c177362
1,25,25000,1000,Velenta,https://www.storia.ro/ro/oferta/gaminvest-de-vanzare-garsoniera-in-cartierul-velenta-oradea-v2265a-IDk1Qi.html#967c177362
1,30,24800,1222,Olosig,https://www.storia.ro/ro/oferta/vand-garsoniera-piata-decebal-20mp-str-menumorut-nr-8-IDm5RS.html#174976b8eb
3,78,88000,1128,Oncea,https://www.storia.ro/ro/oferta/apartament-la-casa-de-vanzare-in-oncea-oradea-IDlMD4.html#174976b8eb
3,90,77900,866,Dorobantilor,https://www.storia.ro/ro/oferta/apartament-central-cu-3-camere-de-vnzare-ofert-avantajoas-IDlKb5.html#174976b8eb
1,26,63000,2423,Oradea,https://www.storia.ro/ro/oferta/vand-garsoniera-teren-curte-la-casa-in-zona-centrala-oradea-IDgvks.html#174976b8eb
3,75,98000,1307,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-facliei-75mp-mobilat-utilat-la-cheie-parcare-IDjpRa.html#174976b8eb
2,60,61900,1032,Oradea,https://www.storia.ro/ro/oferta/apartament-cu-doua-camere-IDgIfM.html#174976b8eb
2,50,60800,1216,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-decebal-IDlxU1.html#174976b8eb
2,47,66000,1404,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vanzare-IDlxHF.html#174976b8eb
3,66,69000,1045,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-spaios-semidecomandat-rogerius-oradea-IDjRYi.html#174976b8eb
3,61,84800,1390,Oradea,https://www.storia.ro/ro/oferta/apartament-ultramodern-IDl0QA.html#174976b8eb
1,19,30000,1579,Oradea,https://www.storia.ro/ro/oferta/garsoniera-de-vanzare-IDlEo0.html#174976b8eb
2,41,39500,963,Oradea,https://www.storia.ro/ro/oferta/sapient-ap-2-cam-tip-n-in-rogerius-IDkCB2.html#174976b8eb
3,157,130000,828,Olosig,https://www.storia.ro/ro/oferta/ap-la-casa-lux-3-zona-centrala-IDlQf9.html#174976b8eb
2,55,45900,835,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-2-camere-etaj-3-55-mp-oradea-IDlWxS.html#174976b8eb
3,110,130000,1182,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-nou-renovat-IDh9kF.html#174976b8eb
4,84,83500,994,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-4-camere-in-rogerius-IDkOVN.html#174976b8eb
3,70,75000,1071,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-IDm6cJ.html#174976b8eb
3,69,56950,825,Oradea,https://www.storia.ro/ro/oferta/ap-3-cam-prima-premium-decebal-cu-cf-IDkgKo.html#174976b8eb
1,38,36000,947,Oradea,https://www.storia.ro/ro/oferta/de-vnzare-apartament-1-camer-tip-a1-n-zona-rogerius-oradea-IDlwvH.html#174976b8eb
3,67,73000,1090,Oradea,https://www.storia.ro/ro/oferta/aparmatent-cu-3-camere-tip-pb-IDlWoZ.html#174976b8eb
2,52,70000,1346,Oradea,https://www.storia.ro/ro/oferta/vanzare-apartament-2-camere-prima-onestilor-IDlPFV.html#174976b8eb
2,44,43500,989,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cu-2-camere-tip-x-IDjV4J.html#174976b8eb
2,44,67000,1523,Oradea,https://www.storia.ro/ro/oferta/apartament-nou-situat-la-bloc-ared-IDm6xo.html#174976b8eb
1,27,35000,1296,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-1-camera-oradea-IDivSj.html#174976b8eb
2,45,43500,967,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cu-2-camere-tip-f-in-rogerius-IDlPuh.html#174976b8eb
2,51,58000,1137,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cu-2-camere-tip-q-IDm49V.html#174976b8eb
2,48,49900,1040,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cu-2-camere-f-rogerius-IDiIlT.html#174976b8eb
3,87,73000,839,Olosig,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-IDlRTK.html#778566ca90
3,90,72000,800,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-complet-mobilat-si-utilat-cu-dubla-orientare-IDlRIT.html#778566ca90
3,86,82000,953,Orasul Nou,https://www.storia.ro/ro/oferta/vnzare-apartament-la-cas-ultracentral-IDlVmA.html#778566ca90
2,40,43500,1088,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-tip-y-IDm46E.html#778566ca90
3,68,80000,1176,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-pb-IDm46b.html#778566ca90
3,70,61300,876,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-etaj-2-dubla-orientare-IDlG3y.html#778566ca90
2,50,68300,1366,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vanzare-IDk0lu.html#778566ca90
2,65,51000,785,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-cu-2-camere-IDkKuX.html#778566ca90
3,132,115000,871,Oradea,https://www.storia.ro/ro/oferta/apartament-la-casa-3-camere-ultracentral-IDlCkT.html#778566ca90
3,68,76000,1118,Oradea,https://www.storia.ro/ro/oferta/ap-3-cam-tip-d-stefan-cel-mare-IDm3Yz.html#778566ca90
3,75,75000,1000,Oradea,https://www.storia.ro/ro/oferta/apartament-de-vanzare-IDl4Wf.html#778566ca90
2,50,58000,1160,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-etaj-2-balcon-beci-ua-siguran-zona-pod-decebal-IDlzX9.html#778566ca90
1,30,40000,1333,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-cu-o-camera-IDlUQu.html#778566ca90
2,60,53000,883,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-pb-IDlxZw.html#778566ca90
3,64,65000,1016,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-IDlY8M.html#778566ca90
2,50,62800,1256,Oradea,https://www.storia.ro/ro/oferta/ocazie-vand-apartament-prima-nufarul-2-cam-bl-a6-IDlOa2.html#778566ca90
3,70,72000,1029,Oradea,https://www.storia.ro/ro/oferta/vnd-apartament-3-camere-tip-a-pe-str-onestilor-1-IDktYI.html#778566ca90
2,52,72000,1385,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-cartier-luceafarul-calea-aradului-IDkSz6.html#778566ca90
3,102,67000,657,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-c-etaj-3-cu-lift-IDlMEP.html#778566ca90
2,51,49999,980,Oradea,https://www.storia.ro/ro/oferta/proprietar-vand-apartament-an-cu-2-camere-nufarul-50-mp-IDhX5o.html#778566ca90
3,64,52000,813,Oradea,https://www.storia.ro/ro/oferta/apartament-in-casa-3-camere-IDlKfI.html#778566ca90
2,50,54000,1080,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-tip-a-renovat-complet-strada-aluminei-IDlFAR.html#778566ca90
2,47,55500,1181,Oradea,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-47mp-6-mp-utilat-mobilat-nou-IDhqzE.html#778566ca90
3,80,15900,199,Iosia,https://www.storia.ro/ro/oferta/spatiu-la-demisol-de-vanzare-cartier-iosia-oradea-bihor-v2101e-IDlRSF.html#778566ca90
3,68,60000,882,Oradea,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-rogerius-IDgfn1.html#778566ca90
1,27,39500,1463,Rogerius,https://www.storia.ro/ro/oferta/garsonier-rogerius-IDm5aP.html#778566ca90
3,125,90000,720,Oradea,https://www.storia.ro/ro/oferta/apartament-oradea-cartierul-grigorescu-IDgxlh.html#778566ca90
3,64,54000,844,Oradea,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-nufaru-str-penes-curcanul-IDlREc.html#4c4089b755
3,82,76300,930,Rogerius,https://www.storia.ro/ro/oferta/apartament-3-camere-confort-1-rogerius-IDlMFY.html#4c4089b755
3,78,88000,1128,Oncea,https://www.storia.ro/ro/oferta/apartament-la-casa-de-vanzare-in-oncea-oradea-IDlMD4.html#4c4089b755
1,23,28500,1239,Oradea,https://www.storia.ro/ro/oferta/vand-garsoniera-iosia-nord-IDm3cS.html#4c4089b755
2,50,62000,1240,Oradea,https://www.storia.ro/ro/oferta/apartament-la-cheie-complet-mobilat-si-utilat-IDioq4.html#4c4089b755
